location name,lat,lon,day,time,pm2.5,pm10,so2,no2,o3,co,no,nox
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,12:00:00+00:00,,,2.0,23.0,80.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,11:00:00+00:00,,,3.0,14.0,79.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,10:00:00+00:00,,,3.0,30.0,55.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,09:00:00+00:00,,,3.0,47.0,35.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,08:00:00+00:00,,,3.0,40.0,36.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,07:00:00+00:00,,,2.0,27.0,47.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,06:00:00+00:00,,,3.0,16.0,57.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,05:00:00+00:00,,,2.0,11.0,67.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,04:00:00+00:00,,,3.0,8.0,74.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,03:00:00+00:00,,,3.0,16.0,66.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,02:00:00+00:00,,,3.0,18.0,69.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,01:00:00+00:00,,,2.0,27.0,61.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-23,00:00:00+00:00,,,3.0,21.0,70.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,23:00:00+00:00,,,3.0,19.0,75.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,22:00:00+00:00,,,3.0,18.0,79.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,21:00:00+00:00,,,3.0,12.0,78.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,20:00:00+00:00,,,3.0,7.0,81.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,19:00:00+00:00,,,3.0,6.0,87.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,18:00:00+00:00,,,3.0,6.0,93.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,17:00:00+00:00,,,3.0,8.0,94.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,16:00:00+00:00,,,3.0,7.0,94.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,15:00:00+00:00,,,3.0,7.0,88.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,14:00:00+00:00,,,2.0,7.0,89.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,13:00:00+00:00,,,2.0,10.0,88.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,12:00:00+00:00,,,3.0,13.0,85.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,11:00:00+00:00,,,2.0,23.0,79.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,10:00:00+00:00,,,3.0,23.0,71.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,09:00:00+00:00,,,3.0,41.0,43.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,08:00:00+00:00,,,3.0,39.0,46.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,07:00:00+00:00,,,3.0,26.0,55.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,06:00:00+00:00,,,3.0,12.0,67.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,05:00:00+00:00,,,3.0,6.0,74.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,04:00:00+00:00,,,2.0,8.0,71.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,03:00:00+00:00,,,3.0,10.0,67.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,02:00:00+00:00,,,3.0,11.0,67.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,01:00:00+00:00,,,3.0,13.0,66.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-22,00:00:00+00:00,,,2.0,15.0,69.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,23:00:00+00:00,,,3.0,16.0,70.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,22:00:00+00:00,,,3.0,18.0,69.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,21:00:00+00:00,,,3.0,16.0,73.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,20:00:00+00:00,,,3.0,12.0,76.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,19:00:00+00:00,,,2.0,25.0,73.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,18:00:00+00:00,,,2.0,16.0,78.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,17:00:00+00:00,,,3.0,35.0,70.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,16:00:00+00:00,,,3.0,28.0,72.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,15:00:00+00:00,,,3.0,24.0,73.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,14:00:00+00:00,,,3.0,18.0,75.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,13:00:00+00:00,,,3.0,24.0,76.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,12:00:00+00:00,,,3.0,27.0,73.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,11:00:00+00:00,,,3.0,34.0,64.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,10:00:00+00:00,,,3.0,31.0,52.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,09:00:00+00:00,,,3.0,53.0,37.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,08:00:00+00:00,,,3.0,58.0,24.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,07:00:00+00:00,,,3.0,19.0,49.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,06:00:00+00:00,,,3.0,12.0,46.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,05:00:00+00:00,,,3.0,13.0,42.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,04:00:00+00:00,,,3.0,9.0,50.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,03:00:00+00:00,,,3.0,12.0,48.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,02:00:00+00:00,,,3.0,9.0,55.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,01:00:00+00:00,,,2.0,13.0,59.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-21,00:00:00+00:00,,,2.0,14.0,59.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,23:00:00+00:00,,,3.0,14.0,58.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,22:00:00+00:00,,,3.0,14.0,61.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,21:00:00+00:00,,,2.0,14.0,67.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,20:00:00+00:00,,,3.0,10.0,81.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,19:00:00+00:00,,,3.0,8.0,83.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,18:00:00+00:00,,,3.0,10.0,79.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,17:00:00+00:00,,,2.0,26.0,70.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,16:00:00+00:00,,,2.0,35.0,69.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,15:00:00+00:00,,,3.0,26.0,66.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,14:00:00+00:00,,,3.0,20.0,70.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,13:00:00+00:00,,,3.0,28.0,68.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,12:00:00+00:00,,,3.0,28.0,69.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,11:00:00+00:00,,,3.0,32.0,65.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,10:00:00+00:00,,,3.0,39.0,55.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,09:00:00+00:00,,,3.0,68.0,43.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,08:00:00+00:00,,,3.0,85.0,28.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,07:00:00+00:00,,,2.0,32.0,46.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,06:00:00+00:00,,,3.0,14.0,62.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,05:00:00+00:00,,,3.0,13.0,54.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,04:00:00+00:00,,,3.0,10.0,63.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,03:00:00+00:00,,,3.0,10.0,68.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,02:00:00+00:00,,,3.0,10.0,69.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,01:00:00+00:00,,,3.0,10.0,70.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-20,00:00:00+00:00,,,3.0,14.0,63.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,23:00:00+00:00,,,3.0,12.0,71.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,22:00:00+00:00,,,3.0,14.0,72.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,21:00:00+00:00,,,3.0,9.0,82.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,20:00:00+00:00,,,3.0,7.0,94.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,19:00:00+00:00,,,3.0,6.0,97.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,18:00:00+00:00,,,3.0,6.0,94.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,17:00:00+00:00,,,3.0,4.0,89.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,16:00:00+00:00,,,3.0,3.0,87.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,15:00:00+00:00,,,3.0,3.0,88.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,14:00:00+00:00,,,3.0,3.0,89.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,13:00:00+00:00,,,3.0,5.0,88.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,12:00:00+00:00,,,3.0,8.0,80.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,11:00:00+00:00,,,3.0,8.0,73.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,10:00:00+00:00,,,3.0,9.0,64.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,09:00:00+00:00,,,3.0,8.0,61.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,08:00:00+00:00,,,3.0,11.0,56.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,07:00:00+00:00,,,3.0,9.0,56.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,06:00:00+00:00,,,2.0,21.0,34.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,05:00:00+00:00,,,2.0,25.0,23.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,04:00:00+00:00,,,3.0,16.0,49.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,03:00:00+00:00,,,3.0,15.0,58.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,02:00:00+00:00,,,3.0,12.0,57.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,01:00:00+00:00,,,3.0,17.0,56.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-19,00:00:00+00:00,,,3.0,15.0,61.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,23:00:00+00:00,,,3.0,16.0,61.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,22:00:00+00:00,,,3.0,18.0,62.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,21:00:00+00:00,,,3.0,12.0,70.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,20:00:00+00:00,,,3.0,7.0,85.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,19:00:00+00:00,,,3.0,5.0,91.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,18:00:00+00:00,,,3.0,4.0,95.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,17:00:00+00:00,,,3.0,3.0,94.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,16:00:00+00:00,,,3.0,3.0,93.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,15:00:00+00:00,,,3.0,4.0,98.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,14:00:00+00:00,,,3.0,6.0,95.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,13:00:00+00:00,,,2.0,8.0,85.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,12:00:00+00:00,,,1.0,8.0,82.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,11:00:00+00:00,,,3.0,7.0,78.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,10:00:00+00:00,,,3.0,8.0,71.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,09:00:00+00:00,,,3.0,13.0,61.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,08:00:00+00:00,,,3.0,16.0,49.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,07:00:00+00:00,,,3.0,26.0,17.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,06:00:00+00:00,,,3.0,20.0,41.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,05:00:00+00:00,,,3.0,20.0,37.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,04:00:00+00:00,,,3.0,15.0,53.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,03:00:00+00:00,,,3.0,11.0,65.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,02:00:00+00:00,,,3.0,10.0,65.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,01:00:00+00:00,,,3.0,11.0,64.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-18,00:00:00+00:00,,,3.0,9.0,65.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,23:00:00+00:00,,,3.0,10.0,63.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,22:00:00+00:00,,,3.0,14.0,60.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,21:00:00+00:00,,,3.0,14.0,63.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,20:00:00+00:00,,,3.0,8.0,70.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,19:00:00+00:00,,,3.0,6.0,73.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,18:00:00+00:00,,,3.0,5.0,78.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,17:00:00+00:00,,,3.0,6.0,75.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,16:00:00+00:00,,,3.0,4.0,77.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,15:00:00+00:00,,,3.0,5.0,75.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,14:00:00+00:00,,,3.0,6.0,74.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,13:00:00+00:00,,,3.0,20.0,66.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,12:00:00+00:00,,,3.0,27.0,57.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,11:00:00+00:00,,,3.0,31.0,48.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,10:00:00+00:00,,,3.0,16.0,48.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,09:00:00+00:00,,,3.0,31.0,38.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,08:00:00+00:00,,,-1.0,-1.0,-1.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,07:00:00+00:00,,,-1.0,-1.0,-1.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,06:00:00+00:00,,,-1.0,-1.0,-1.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,05:00:00+00:00,,,-1.0,-1.0,-1.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,04:00:00+00:00,,,3.0,3.0,71.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,03:00:00+00:00,,,3.0,8.0,70.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,02:00:00+00:00,,,3.0,4.0,77.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,01:00:00+00:00,,,3.0,5.0,79.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-17,00:00:00+00:00,,,3.0,7.0,78.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,23:00:00+00:00,,,3.0,9.0,79.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,22:00:00+00:00,,,3.0,10.0,79.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,21:00:00+00:00,,,3.0,8.0,82.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,20:00:00+00:00,,,3.0,8.0,88.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,19:00:00+00:00,,,3.0,7.0,91.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,18:00:00+00:00,,,3.0,7.0,89.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,17:00:00+00:00,,,3.0,43.0,79.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,16:00:00+00:00,,,3.0,31.0,76.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,15:00:00+00:00,,,3.0,26.0,84.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,14:00:00+00:00,,,3.0,18.0,81.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,13:00:00+00:00,,,3.0,55.0,73.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,12:00:00+00:00,,,3.0,69.0,68.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,11:00:00+00:00,,,3.0,36.0,65.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,10:00:00+00:00,,,3.0,19.0,75.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,09:00:00+00:00,,,3.0,25.0,62.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,08:00:00+00:00,,,3.0,24.0,58.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,07:00:00+00:00,,,3.0,26.0,60.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,06:00:00+00:00,,,3.0,10.0,73.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,05:00:00+00:00,,,3.0,4.0,71.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,04:00:00+00:00,,,3.0,3.0,76.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,03:00:00+00:00,,,3.0,4.0,68.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,02:00:00+00:00,,,2.0,7.0,68.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,01:00:00+00:00,,,3.0,7.0,71.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-16,00:00:00+00:00,,,3.0,10.0,62.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,23:00:00+00:00,,,3.0,6.0,68.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,22:00:00+00:00,,,3.0,10.0,66.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,21:00:00+00:00,,,3.0,9.0,68.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,20:00:00+00:00,,,3.0,5.0,75.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,19:00:00+00:00,,,3.0,4.0,76.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,18:00:00+00:00,,,3.0,5.0,76.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,17:00:00+00:00,,,3.0,3.0,79.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,16:00:00+00:00,,,3.0,3.0,81.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,15:00:00+00:00,,,3.0,3.0,79.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,14:00:00+00:00,,,3.0,3.0,77.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,13:00:00+00:00,,,3.0,4.0,76.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,12:00:00+00:00,,,3.0,5.0,74.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,11:00:00+00:00,,,3.0,6.0,71.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,10:00:00+00:00,,,3.0,6.0,69.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,09:00:00+00:00,,,2.0,8.0,62.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,08:00:00+00:00,,,2.0,10.0,59.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,07:00:00+00:00,,,3.0,7.0,60.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,06:00:00+00:00,,,3.0,5.0,63.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,05:00:00+00:00,,,3.0,4.0,63.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,04:00:00+00:00,,,-1.0,-1.0,-1.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,03:00:00+00:00,,,-1.0,-1.0,-1.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,02:00:00+00:00,,,2.0,5.0,66.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,01:00:00+00:00,,,3.0,6.0,66.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-15,00:00:00+00:00,,,3.0,9.0,68.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-14,23:00:00+00:00,,,3.0,8.0,72.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-14,22:00:00+00:00,,,3.0,9.0,70.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-14,21:00:00+00:00,,,2.0,10.0,69.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-14,20:00:00+00:00,,,3.0,11.0,65.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-14,19:00:00+00:00,,,3.0,10.0,61.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-14,18:00:00+00:00,,,3.0,7.0,66.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-14,17:00:00+00:00,,,3.0,6.0,68.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-14,16:00:00+00:00,,,2.0,5.0,71.0,,,
PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-05-14,15:00:00+00:00,,,3.0,4.0,70.0,,,
