location name,lat,lon,day,time,pm2.5,pm10,so2,no2,o3,co,no,nox
Kallio 2,60.187389999815856,24.95060000011991,2024-07-02,01:00:00+00:00,5.466139,6.338444,0.257938,4.112823,67.58699,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-02,00:00:00+00:00,1.962719,2.580009,0.202635,2.928659,71.38971,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,23:00:00+00:00,2.527722,3.228129,0.089887,2.857042,72.63773,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,22:00:00+00:00,4.568536,6.470567,0.156251,2.919793,72.77519,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,21:00:00+00:00,1.640911,0.141516,0.223329,3.039124,77.2387,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,20:00:00+00:00,0.945698,,0.202635,3.135292,69.45318,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,19:00:00+00:00,1.245407,,0.190147,3.166053,61.03868,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,18:00:00+00:00,3.601747,4.340561,0.15304,3.876556,62.57828,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,15:00:00+00:00,4.32303,3.891634,0.214052,4.30496,73.091,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,14:00:00+00:00,8.454005,5.870743,0.368188,5.281751,80.35407,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,13:00:00+00:00,12.91903,15.15259,0.296472,5.170583,84.62991,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,10:00:00+00:00,11.86071,21.20967,0.256154,15.33474,74.01854,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,08:00:00+00:00,13.34001,23.14786,0.621513,42.22675,47.87787,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,04:00:00+00:00,7.257423,13.14391,0.562998,4.514089,49.4306,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,03:00:00+00:00,5.096193,11.45652,0.979789,7.401738,50.28751,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,02:00:00+00:00,7.280128,16.86918,1.417974,7.88345,55.28105,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,01:00:00+00:00,3.128435,10.13148,0.838801,8.305079,60.02328,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-07-01,00:00:00+00:00,2.321116,5.925178,0.977238,8.610519,60.07115,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,23:00:00+00:00,5.940832,14.3883,0.609025,7.620897,60.38578,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,22:00:00+00:00,5.623986,14.70956,0.852003,8.205709,62.04825,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,21:00:00+00:00,2.127635,3.878227,0.528746,4.986458,65.21791,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,20:00:00+00:00,4.977931,11.05231,0.399586,8.094998,63.01841,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,19:00:00+00:00,0.382466,,0.531244,6.404888,68.50082,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,18:00:00+00:00,4.555148,6.779695,1.454631,6.4439,71.91156,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,17:00:00+00:00,10.24819,21.33658,0.837731,8.049047,73.49085,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,16:00:00+00:00,4.536123,10.50429,1.147073,28.34862,47.49261,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,15:00:00+00:00,,,0.618302,7.954227,68.83939,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,14:00:00+00:00,,,0.413858,2.655461,73.47684,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,13:00:00+00:00,4.687088,5.545581,0.682882,2.621779,77.61491,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,12:00:00+00:00,4.78486,6.901462,0.817037,3.8054,75.67634,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,11:00:00+00:00,0.910884,,0.897316,2.490508,75.8967,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,10:00:00+00:00,5.366688,6.789363,1.130661,4.112906,76.22534,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,09:00:00+00:00,3.993906,4.803635,1.372925,4.508,76.71217,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,08:00:00+00:00,4.063102,7.224993,1.007566,5.338995,67.94452,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,07:00:00+00:00,2.795823,7.033315,0.813826,4.071139,64.74742,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,06:00:00+00:00,4.133619,6.397872,0.490569,2.375511,61.93967,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,05:00:00+00:00,1.420659,4.895857,0.346067,2.708879,56.55416,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,04:00:00+00:00,3.148334,7.076996,0.225113,3.901568,53.57626,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,03:00:00+00:00,2.776308,5.270571,0.168026,4.372777,53.52956,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,02:00:00+00:00,3.535555,6.581677,0.254727,3.944316,55.74453,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,01:00:00+00:00,3.072051,6.703076,0.179086,3.725407,58.32813,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-30,00:00:00+00:00,1.995813,3.720432,0.30896,3.48016,60.58454,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,23:00:00+00:00,2.98311,5.08457,0.320377,3.388638,59.65115,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,22:00:00+00:00,3.792487,7.054399,0.327156,3.345988,59.30442,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,21:00:00+00:00,4.561181,8.425279,0.340001,3.323908,60.3277,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,20:00:00+00:00,4.907159,8.344993,0.470588,2.867682,61.26459,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,19:00:00+00:00,4.548079,9.443483,0.434552,2.468379,61.6767,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,18:00:00+00:00,5.542253,10.35221,0.473799,2.203804,63.5966,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,17:00:00+00:00,3.167472,5.348505,0.566566,2.080889,66.22543,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,16:00:00+00:00,0.938291,1.208668,0.61402,1.824485,69.89536,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,15:00:00+00:00,3.454255,8.169061,0.6786,2.041334,74.90669,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,14:00:00+00:00,4.801775,10.652,0.63079,1.796038,76.4349,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,13:00:00+00:00,1.623101,,0.533028,2.588385,79.22222,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,12:00:00+00:00,7.422584,9.194385,0.444542,2.660375,79.56633,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,11:00:00+00:00,1.77643,,0.155538,3.522511,87.48232,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,10:00:00+00:00,5.410127,5.435513,0.225827,3.923884,102.1214,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,09:00:00+00:00,1.074033,0.961567,0.192288,5.75148,114.3623,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,08:00:00+00:00,4.293822,2.607415,0.121285,5.765203,104.3481,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,07:00:00+00:00,8.10473,12.1702,0.240455,14.22961,94.6701,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,06:00:00+00:00,7.555541,9.482183,0.122713,4.100074,111.5896,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,05:00:00+00:00,10.3891,16.37543,0.41136,5.171515,92.8004,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,04:00:00+00:00,11.66626,18.8577,0.29112,7.445445,69.31863,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,03:00:00+00:00,12.59729,21.51836,0.280773,7.394389,54.23734,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,02:00:00+00:00,7.01851,15.7885,0.165885,6.012244,52.88454,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,01:00:00+00:00,9.104717,16.62367,0.130919,7.336668,54.64507,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-29,00:00:00+00:00,11.67684,21.12018,0.305392,11.97324,63.07124,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,23:00:00+00:00,10.83545,19.1828,0.398159,17.92026,69.55299,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,22:00:00+00:00,11.49273,18.69925,0.536596,15.48456,74.72048,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,21:00:00+00:00,12.17848,20.62346,0.36569,16.51847,73.36126,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,20:00:00+00:00,11.95973,22.09802,0.479151,14.61251,78.10146,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,19:00:00+00:00,12.77417,22.85281,0.742467,12.28441,84.17314,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,18:00:00+00:00,12.50844,21.7152,1.177044,12.379,85.45589,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,17:00:00+00:00,11.77335,20.9945,1.040748,8.228891,89.4778,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,16:00:00+00:00,12.87414,24.7935,1.140294,7.445495,92.8436,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,15:00:00+00:00,11.82341,23.65479,1.382558,6.858889,94.33795,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,14:00:00+00:00,9.564171,20.17386,0.402084,6.455428,93.27848,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,13:00:00+00:00,9.278774,17.72051,0.466664,8.761765,97.7881,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,12:00:00+00:00,8.198323,17.31077,0.31788,10.58919,98.60445,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,11:00:00+00:00,8.475255,16.27139,0.518042,11.52846,95.06178,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,10:00:00+00:00,8.498019,18.23443,0.338931,10.80428,94.0169,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,09:00:00+00:00,7.274272,18.94794,0.368188,13.75191,91.48759,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,08:00:00+00:00,7.433019,14.48239,0.490926,17.7567,85.08172,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,07:00:00+00:00,8.722302,18.7633,1.087489,42.4815,55.88112,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,06:00:00+00:00,7.795853,13.59488,1.243408,46.75902,51.03061,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,05:00:00+00:00,3.629477,12.36416,0.272924,22.80835,63.42527,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,04:00:00+00:00,5.607394,8.433794,0.294331,15.225,68.66106,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,03:00:00+00:00,10.12397,14.42759,0.213339,15.31854,58.23006,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,02:00:00+00:00,8.326481,11.93219,0.154467,11.61696,62.42038,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,01:00:00+00:00,8.571953,11.54033,0.227967,9.339117,72.66545,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-28,00:00:00+00:00,8.989407,12.89737,0.239385,8.177644,80.7408,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,23:00:00+00:00,8.512758,12.71516,0.218334,6.890476,89.89342,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,22:00:00+00:00,8.173222,15.00818,0.214409,9.500225,90.16193,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,21:00:00+00:00,8.822605,18.38158,0.231892,11.39772,88.9288,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,20:00:00+00:00,5.847176,14.23117,0.236887,7.353057,91.3688,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,19:00:00+00:00,3.957062,4.800575,0.260436,5.456824,94.53438,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,18:00:00+00:00,6.161897,9.400039,0.339644,5.119584,97.146,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,17:00:00+00:00,5.321557,8.811716,0.345353,4.134532,98.79299,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,16:00:00+00:00,5.479102,7.370032,0.38353,4.004924,99.13214,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,15:00:00+00:00,7.24944,10.0606,0.498062,4.083069,101.7872,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,14:00:00+00:00,4.895563,8.261542,0.616518,5.627055,101.6562,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,13:00:00+00:00,6.892229,11.18459,0.775649,5.166205,98.18737,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,12:00:00+00:00,7.029981,10.49774,0.765302,6.358118,93.89169,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,11:00:00+00:00,7.484682,12.61557,0.703219,7.22343,87.90698,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,10:00:00+00:00,7.123866,10.18944,0.630433,7.368213,84.83334,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,09:00:00+00:00,6.653088,12.98567,0.572275,8.406105,83.08624,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,08:00:00+00:00,7.289491,14.03084,0.416593,9.140057,75.46147,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,07:00:00+00:00,5.616429,11.59912,0.331438,7.854705,72.09019,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,06:00:00+00:00,4.363563,5.635645,0.260792,9.757643,67.1597,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,05:00:00+00:00,4.340837,7.608124,0.33786,7.386279,68.78539,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,04:00:00+00:00,4.963079,6.684701,0.551581,4.761216,70.22079,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,03:00:00+00:00,5.089141,5.961504,0.39138,5.981896,68.66251,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,02:00:00+00:00,4.729757,2.959044,0.280059,5.313459,70.40379,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,01:00:00+00:00,5.635279,4.717717,0.276135,4.118487,73.62686,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-27,00:00:00+00:00,5.560997,6.334106,0.324659,3.909839,75.54704,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,23:00:00+00:00,7.227695,10.93039,0.34571,5.701868,77.04519,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,22:00:00+00:00,7.112315,12.93437,0.482719,7.768273,78.37785,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,21:00:00+00:00,6.199699,10.84229,0.445256,8.162624,81.24339,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,20:00:00+00:00,3.989293,7.582559,0.415285,5.858133,81.60443,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,19:00:00+00:00,4.37497,6.482698,0.463096,5.006473,83.01794,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,18:00:00+00:00,5.658618,7.71419,0.572275,5.714685,86.65108,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,17:00:00+00:00,7.239926,11.73977,0.571918,6.128035,89.98915,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,16:00:00+00:00,6.993792,11.31902,0.616161,6.51628,90.21068,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,15:00:00+00:00,7.121803,12.3758,0.690731,7.182072,87.9957,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,14:00:00+00:00,5.723478,11.62191,0.761377,6.663924,91.90058,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,13:00:00+00:00,6.012737,9.609218,0.840942,6.968593,92.01324,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,12:00:00+00:00,5.543649,9.199594,0.815253,7.88211,86.6216,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,11:00:00+00:00,5.149368,9.794859,0.666826,10.01916,77.15085,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,10:00:00+00:00,5.924427,9.212698,0.721416,10.07254,73.30084,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,09:00:00+00:00,5.678501,10.19926,0.619015,11.80069,67.81815,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,08:00:00+00:00,8.059203,15.0152,0.613307,12.33563,64.89102,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,07:00:00+00:00,4.968288,12.56606,0.317166,8.47209,66.39851,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,06:00:00+00:00,5.841575,7.72585,0.258652,7.711593,66.86082,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,05:00:00+00:00,6.015073,9.316858,0.204776,5.606488,66.08913,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,04:00:00+00:00,6.093767,9.351328,0.261863,3.510003,67.64244,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,03:00:00+00:00,5.589705,8.12883,0.306106,5.300759,65.51582,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,02:00:00+00:00,5.167941,5.370533,0.324302,6.154458,63.81482,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,01:00:00+00:00,5.718621,6.662163,0.255441,5.932769,63.24636,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-26,00:00:00+00:00,6.270302,8.266337,0.172307,4.749266,63.64621,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,23:00:00+00:00,4.912202,5.978715,0.170166,3.156868,64.40945,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,22:00:00+00:00,3.77319,5.163408,0.197996,3.411041,62.82198,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,21:00:00+00:00,5.465896,10.24656,0.147331,8.377172,59.6389,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,20:00:00+00:00,6.298486,14.80704,0.181941,7.529033,64.12458,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,19:00:00+00:00,6.155826,12.51337,0.1798,4.913497,67.62172,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,18:00:00+00:00,6.94847,12.59534,0.176232,4.485586,69.24916,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,17:00:00+00:00,5.422184,11.3383,0.234033,3.826949,67.81435,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,16:00:00+00:00,4.028218,11.23392,0.232249,4.033314,64.94327,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,15:00:00+00:00,5.933531,11.397,0.321805,4.382728,66.38625,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,14:00:00+00:00,6.592323,14.94572,0.280416,4.094295,62.89262,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,13:00:00+00:00,6.337303,13.30885,0.217977,4.649049,67.52803,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,12:00:00+00:00,5.725993,19.63828,0.192288,4.419955,67.70986,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,11:00:00+00:00,2.740529,11.51193,0.12414,4.254621,67.74927,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,10:00:00+00:00,2.937548,2.298738,0.160176,3.894307,67.43288,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,09:00:00+00:00,3.225699,4.812408,0.165528,4.892501,63.65993,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,08:00:00+00:00,4.714433,9.597612,0.230108,5.433142,56.27427,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,07:00:00+00:00,4.564864,14.49745,0.451321,10.67695,46.89457,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,06:00:00+00:00,5.663827,10.84296,0.453462,9.68198,43.65982,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,05:00:00+00:00,2.798251,8.130974,0.173734,6.056041,45.3401,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,04:00:00+00:00,4.613258,7.554007,0.155181,3.947571,50.31232,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,03:00:00+00:00,3.714433,5.731258,0.238671,3.192135,54.75686,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,02:00:00+00:00,2.533823,3.531567,0.277205,2.724741,58.84298,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,01:00:00+00:00,2.386907,2.774305,0.194429,2.929687,63.63688,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-25,00:00:00+00:00,0.507873,,0.22547,2.888009,67.78575,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,23:00:00+00:00,1.74089,,0.09845,3.577686,65.41843,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,22:00:00+00:00,5.256714,8.517204,0.029232,3.255506,61.28648,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,21:00:00+00:00,5.019825,7.708079,0.090958,4.243018,63.99003,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,20:00:00+00:00,3.212558,3.439794,0.143764,4.414113,66.30511,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,19:00:00+00:00,6.141012,7.992814,0.374254,15.70992,59.31813,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,18:00:00+00:00,8.676623,16.00842,0.322161,15.2886,65.51241,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,17:00:00+00:00,7.675603,14.76805,0.459528,12.11402,72.14214,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,16:00:00+00:00,7.196922,12.85577,0.430627,6.615828,78.61835,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,15:00:00+00:00,4.815709,7.423518,0.370686,14.00515,67.46207,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,14:00:00+00:00,1.946443,4.030661,0.268285,16.33664,63.54698,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,13:00:00+00:00,10.42193,19.50879,0.139482,12.33195,64.92342,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,12:00:00+00:00,8.53424,15.21534,0.214766,7.853278,75.58936,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,11:00:00+00:00,7.20075,11.11476,0.508765,18.76384,64.67971,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,10:00:00+00:00,7.572301,15.56629,0.766729,30.0682,45.79482,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,09:00:00+00:00,7.073521,17.07583,0.480579,26.27479,45.8745,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,08:00:00+00:00,5.769403,16.23623,0.292547,20.67537,47.2775,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,07:00:00+00:00,6.304789,12.00662,0.417426,22.50087,41.42413,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,06:00:00+00:00,7.593014,14.2153,0.1063,23.04966,32.80329,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,05:00:00+00:00,9.128452,18.26152,0.097737,19.18101,37.21835,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,04:00:00+00:00,4.967149,5.535775,0.21762,11.17812,45.52806,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,03:00:00+00:00,7.499756,12.12321,0.333716,16.54995,34.41497,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,02:00:00+00:00,8.248429,11.38086,0.162363,16.82152,35.54041,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,01:00:00+00:00,9.179889,16.23214,0.20763,20.72827,36.30539,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-24,00:00:00+00:00,5.686886,6.680685,0.339644,17.07563,45.56046,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,23:00:00+00:00,5.910081,9.163253,0.34678,19.96269,44.59817,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,22:00:00+00:00,5.937526,11.54259,0.349278,22.29086,48.57806,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,21:00:00+00:00,4.697891,4.647908,0.321091,9.411645,64.93918,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,20:00:00+00:00,6.075746,11.79737,0.442045,12.03751,66.59873,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,19:00:00+00:00,4.076823,8.403444,0.301824,6.419241,67.33773,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,18:00:00+00:00,2.538534,2.495325,0.252943,3.309662,71.00386,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,17:00:00+00:00,3.358443,2.461838,0.305749,3.076499,71.40781,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,16:00:00+00:00,2.082433,1.563491,0.259722,3.704063,73.22584,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,15:00:00+00:00,6.395048,5.514175,0.463452,4.148355,76.30882,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,14:00:00+00:00,5.708475,7.54115,0.427416,4.574644,76.15646,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,13:00:00+00:00,7.860125,8.023219,0.486287,2.837802,80.16145,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,12:00:00+00:00,6.267151,7.438293,0.592256,3.826574,78.34254,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,11:00:00+00:00,3.218066,4.906959,0.546586,3.52934,72.37943,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,10:00:00+00:00,3.388176,3.070498,0.609739,2.939928,71.78957,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,09:00:00+00:00,2.609902,0.445931,0.984017,3.097795,70.24442,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,08:00:00+00:00,7.006328,9.485133,0.692872,4.832906,68.89922,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,07:00:00+00:00,4.062126,5.315202,3.092323,6.359794,64.39164,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,06:00:00+00:00,4.425243,6.234388,0.503057,5.600357,54.02719,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,05:00:00+00:00,4.096694,7.429795,0.321805,8.670631,45.21051,,,
Kallio 2,60.187389999815856,24.95060000011991,2024-06-23,04:00:00+00:00,3.976399,5.701377,0.276492,10.98403,43.60437,,,
