id,location,lat,lon,day,time,pm25,pm10,so2,no,o3
4318,PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-09-03,22:00,,,3.0,3.0,60.0
4318,PLAZA DEL CARMEN,40.41916666016447,-3.703333329700339,2024-09-03,22:00,,,3.0,3.0,60.0
