id,city,name,country,lastUpdated,firstUpdated,coordinates.latitude,coordinates.longitude,parameterIds,has_pm25,has_pm10,has_so2,has_no,has_o3,sensorCount,metroArea
9741.0,Engolasters,Engolasters,AD,2024-09-09T22:00:00+00:00,2017-09-14T23:00:00+00:00,42.51694399984486,1.5652500003218535,[3],0.0,0.0,0.0,0.0,1.0,1.0,Andorra la Vella
9742.0,Escaldes-Engordany,Escaldes-Engordany,AD,2024-09-09T22:00:00+00:00,2017-09-14T23:00:00+00:00,42.50969400015972,1.5391379998151493,"[1, 6, 5, 19843, 2, 4, 3]",1.0,1.0,1.0,1.0,1.0,5.0,Andorra la Vella
2960620.0,,"101/2 Artashat street, Yerevan, Armenia",AM,2024-09-10T09:06:50+00:00,2024-07-29T00:00:00+00:00,40.10854,44.47083,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960624.0,,"82/5 Aytsemnik Urartu street, Yerevan, Armenia",AM,2024-09-10T09:06:47+00:00,2024-07-29T00:00:00+00:00,40.17785,44.54284,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960655.0,,"37/47 Lukashin street, Yerevan, Armenia",AM,2024-09-10T09:06:22+00:00,2024-07-29T00:00:00+00:00,40.19366,44.447,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960666.0,,"5 E.Mirzoyan street, Yerevan, Armenia",AM,2024-09-10T09:06:08+00:00,2024-07-29T00:00:00+00:00,40.19635,44.50789,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960634.0,,"23/18 Leningradyan street, Yerevan, Armenia",AM,2024-09-10T09:06:06+00:00,2024-07-29T00:00:00+00:00,40.18961,44.47152,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960629.0,,"25 D.Anhaght street, Yerevan, Armenia",AM,2024-09-10T09:05:51+00:00,2024-07-29T00:00:00+00:00,40.20032,44.53688,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960631.0,,"12 G.Emin street, Yerevan, Armenia",AM,2024-09-10T09:04:24+00:00,2024-07-29T00:00:00+00:00,40.19469,44.50967,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960670.0,,"32 Aram street, Yerevan, Armenia",AM,2024-09-10T09:04:08+00:00,2024-07-29T00:00:00+00:00,40.18123,44.51389,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960669.0,,"27/3 Arshakunyats street, Yerevan, Armenia",AM,2024-09-10T09:04:07+00:00,2024-07-29T00:00:00+00:00,40.15796,44.50491,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960621.0,,"61 Davtashen 1-st street, Yerevan, Armenia",AM,2024-09-10T09:03:39+00:00,2024-07-29T00:00:00+00:00,40.21921,44.48644,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960639.0,,"32 Aram street, Yerevan, Armenia",AM,2024-09-10T09:03:36+00:00,2024-07-29T00:00:00+00:00,40.18095,44.51361,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960657.0,,"12 G.Emin street, Yerevan, Armenia",AM,2024-09-10T09:02:58+00:00,2024-07-29T00:00:00+00:00,40.19441,44.5096,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960667.0,,"4 Tsitsernakaberd street, Yerevan, Armenia",AM,2024-09-10T09:02:31+00:00,2024-07-29T00:00:00+00:00,40.18257,44.48123,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960660.0,,"22/1 Isakov street, Yerevan, Armenia",AM,2024-09-10T09:02:18+00:00,2024-07-29T00:00:00+00:00,40.15758,44.45989,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960662.0,,"64/7 G.Hovsepyan street, Yerevan, Armenia",AM,2024-09-10T09:01:52+00:00,2024-07-29T00:00:00+00:00,40.17452,44.53518,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960649.0,,"24 Nansen street, Yerevan, Armenia",AM,2024-09-10T09:01:44+00:00,2024-07-29T00:00:00+00:00,40.19745,44.55741,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960636.0,,"82/5 Aytsemnik Urartu street, Yerevan, Armenia",AM,2024-09-10T09:01:38+00:00,2024-07-29T00:00:00+00:00,40.17792,44.54339,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960663.0,,"1/4 Alma-Ata street, Yerevan, Armenia",AM,2024-09-10T09:01:29+00:00,2024-07-29T00:00:00+00:00,40.21882,44.57652,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960623.0,,"45/1 Ulnetsi street, Yerevan, Armenia",AM,2024-09-10T09:01:28+00:00,2024-07-29T00:00:00+00:00,40.20251,44.53304,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960645.0,,"27/3 Arshakunyats street, Yerevan, Armenia",AM,2024-09-10T09:01:23+00:00,2024-07-29T00:00:00+00:00,40.15765,44.50447,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960638.0,,"136/2 Verin antarayin street, Yerevan, Armenia",AM,2024-09-10T09:01:15+00:00,2024-07-29T00:00:00+00:00,40.19815,44.5099,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960635.0,,"1/4 Alma-Ata street, Yerevan, Armenia",AM,2024-09-10T09:01:15+00:00,2024-07-29T00:00:00+00:00,40.21918,44.57564,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
