id,city,name,country,lastUpdated,firstUpdated,coordinates.latitude,coordinates.longitude,parameterIds,has_pm25,has_pm10,has_so2,has_no,has_o3,sensorCount,metroArea
2960652.0,,"22 Dro street, Yerevan, Armenia",AM,2024-09-11T05:58:44+00:00,2024-07-29T00:00:00+00:00,40.20529,44.54433,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960663.0,,"1/4 Alma-Ata street, Yerevan, Armenia",AM,2024-09-11T05:58:40+00:00,2024-07-29T00:00:00+00:00,40.21882,44.57652,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960653.0,,"19 Nork street, Yerevan, Armenia",AM,2024-09-11T05:58:20+00:00,2024-07-29T00:00:00+00:00,40.19189,44.54274,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960656.0,,"15/1 Nzhdeh street, Yerevan, Armenia",AM,2024-09-11T05:58:02+00:00,2024-07-29T00:00:00+00:00,40.15183,44.48587,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960661.0,,"17 Griboyedov street, Yerevan, Armenia",AM,2024-09-11T05:57:42+00:00,2024-07-29T00:00:00+00:00,40.21142,44.51274,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960650.0,,"21 S.Grigoryan street, Yerevan, Armenia",AM,2024-09-11T05:57:25+00:00,2024-07-29T00:00:00+00:00,40.20127,44.51569,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960630.0,,"5 E.Mirzoyan street, Yerevan, Armenia",AM,2024-09-11T05:57:14+00:00,2024-07-29T00:00:00+00:00,40.19611,44.50853,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960657.0,,"12 G.Emin street, Yerevan, Armenia",AM,2024-09-11T05:57:03+00:00,2024-07-29T00:00:00+00:00,40.19441,44.5096,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960667.0,,"4 Tsitsernakaberd street, Yerevan, Armenia",AM,2024-09-11T05:56:55+00:00,2024-07-29T00:00:00+00:00,40.18257,44.48123,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960628.0,,"13/1 Dro street, Yerevan, Armenia",AM,2024-09-11T05:56:45+00:00,2024-07-29T00:00:00+00:00,40.20369,44.54071,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960637.0,,"192 Arshakunyats street, Yerevan, Armenia",AM,2024-09-11T05:56:21+00:00,2024-07-29T00:00:00+00:00,40.14486,44.49704,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960634.0,,"23/18 Leningradyan street, Yerevan, Armenia",AM,2024-09-11T05:56:00+00:00,2024-07-29T00:00:00+00:00,40.18961,44.47152,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960649.0,,"24 Nansen street, Yerevan, Armenia",AM,2024-09-11T05:55:57+00:00,2024-07-29T00:00:00+00:00,40.19745,44.55741,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960645.0,,"27/3 Arshakunyats street, Yerevan, Armenia",AM,2024-09-11T05:55:08+00:00,2024-07-29T00:00:00+00:00,40.15765,44.50447,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960636.0,,"82/5 Aytsemnik Urartu street, Yerevan, Armenia",AM,2024-09-11T05:54:44+00:00,2024-07-29T00:00:00+00:00,40.17792,44.54339,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960648.0,,"13/1 Dro street, Yerevan, Armenia",AM,2024-09-11T05:54:02+00:00,2024-07-29T00:00:00+00:00,40.20317,44.5415,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
2960644.0,,"15/5 Davtashen 10-th street, Yerevan, Armenia",AM,2024-09-11T05:53:46+00:00,2024-07-29T00:00:00+00:00,40.22111,44.48439,[2],1.0,0.0,0.0,0.0,0.0,1.0,Yerevan
