id,location,lat,lon,city,country
225765,Lewisham - New Cross,51.474954,-0.039641,Lewisham,GB
225802,Southwark - Vicarage Grove,51.4735803479615,-0.0877818536754426,Southwark,GB
225806,Richmond Upon Thames - Castelnau,51.480189,-0.237335,Richmond,GB
225771,Richmond Upon Thames - Barnes Wetlands,51.476168,-0.230427,Richmond,GB
225713,Brent - ARK Franklin Primary Academy,51.5324054617809,-0.217718908639377,Brent,GB
225848,Westminster - Oxford Street,51.5139287404213,-0.152792701881935,Westminster,GB
225786,Lambeth - Streatham Green,51.4282131429499,-0.13186863879576,Lambeth,GB
225710,Greenwich - Blackheath,51.472504,-0.012381,Greenwich,GB
225839,Wandsworth - Battersea,51.4794395281222,-0.141786953606306,Wandsworth,GB
290183,Tower Hamlets - Jubilee Park,51.5029878731458,-0.0180219908165375,Hackney,GB
225850,Wandsworth - Tooting High Street,51.429331,-0.166524,Wandsworth,GB
225744,Ealing - Western Avenue,51.5236078191481,-0.265502631799754,Ealing,GB
225777,Haringey  - Priory Park South,51.5839769007709,-0.125400278484885,Haringey,GB
1462792,UAL Creative Computing Institute,51.47230908118687,-0.0860062392925502,,GB
225852,Wandsworth - Putney High Street,51.463429,-0.215871,Wandsworth,GB
2862784,SW London,51.460194,-0.150917,,GB
927171,Regent Street (The Crown Estate),51.5113148373152,-0.139322877049969,Westminster,GB
225808,Wandsworth - Wandsworth Town Hall,51.456962,-0.191074,Wandsworth,GB
225812,Wandsworth - Putney High Street Facade,51.4637206047191,-0.215890144123119,Wandsworth,GB
225833,Westminster - Duke Street (Grosvenor),51.5129998832095,-0.150913488159214,Westminster,GB
225846,Westminster - Ebury Street (Grosvenor),51.493492,-0.149906,Westminster,GB
225811,Westminster - Strand (Northbank BID),51.5119701188277,-0.116713103528546,Westminster,GB
225783,Lambeth - Bondway Interchange,51.4854867739729,-0.124545234819213,Lambeth,GB
225756,Hackney - Old Street,51.526454,-0.08491,Hackney,GB
304892,City of London - Guildhall,51.515907,-0.092023986,City of London,GB
225731,City of London - Beech Street,51.520225273171,-0.0961060474176381,City of London,GB
225743,City of London - Farringdon Street,51.5145253362314,-0.104515626337876,City of London,GB
225735,City of London - Upper Thames Street,51.5105969158391,-0.0921029031922594,City of London,GB
225737,City of London - The Aldgate School,51.513847178423,-0.077765681752,City of London,GB
225835,Westminster - Cavendish Square,51.5168016452062,-0.145657269364411,Westminster,GB
225838,Westminster - Oxford Street East,51.516066,-0.13516388,Westminster,GB
225718,Camden - Holborn (Bee Midtown),51.5173675146177,-0.1201947113171,,GB
225741,Ealing - Acton Vale ,51.5038527919816,-0.254668101620372,,GB
270694,Regent Street facade (The Crown Estate),51.5111824979787,-0.139114122784456,,GB
225842,Tower Hamlets - Blackwall,51.5150461674013,-0.0084184926564274,,GB
225721,City of London - Walbrook Wharf,51.510499,-0.091634,City of London,GB
310238,Hackney - Amhurst Road,51.5500559909969,-0.0633016026789864,,GB
310232,Hackney - Homerton Library,51.5487472103442,-0.0418806967224562,,GB
287453,Hackney - Queensbridge Road,51.539324,-0.070078971,,GB
223692,Brook Drive,51.493213,-0.101559,,GB
223772,Drury Lane,51.513472,-0.119223,,GB
223751,Church Street,51.4813,-0.00986,,GB
223704,Devas Street,51.523099,-0.012704,,GB
223746,Devonshire Street,51.488199,-0.255688,,GB
223740,Shaftsbury Avenue,51.51207,-0.131959,,GB
223718,Queen Margarets Grove,51.549215,-0.079761,,GB
223771,Holloway Road,51.555387,-0.116092,,GB
223750,Geraldine Street,51.49562,-0.105412,,GB
223698,Charing Cross Hospital,51.487354,-0.221561,,GB
223754,Marylebone,51.52304,-0.174732,,GB
223788,The Vale,51.506679,-0.262782,,GB
223795,Rosebery Avenue,51.52844,-0.10692,,GB
223797,Cowcross Street,51.52011,-0.103411,,GB
223744,St James,51.474143,-0.038547,,GB
223707,Hendon Way,51.571687,-0.210037,,GB
223730,Ladbroke Grove,51.510768,-0.20529,,GB
223737,Commercial Street,51.518123,-0.074271,,GB
223710,Savernake Road,51.5554849,-0.1523385,,GB
223741,Park Lane,51.507988,-0.153446,,GB
223763,The Royal London Hospital,51.518778,-0.058917,,GB
223687,Black Horse Court,51.496482,-0.088226,,GB
223796,Tower Bridge Road,51.501965,-0.077592,,GB
223768,Whitecross,51.521451,-0.092771,,GB
223727,Ballance Road,51.5456,-0.03614,,GB
223713,Morpeth Street,51.527588,-0.047295,,GB
7558,Cinecitta,41.85772,12.568664999999998,Roma,IT
7560,Tiburtina,41.910257,12.54887,Roma,IT
7527,Magna Grecia,41.883064,12.508939,Roma,IT
7561,Cipro,41.906358,12.447596000000004,Roma,IT
7564,Preneste,41.886018,12.541614,Roma,IT
7545,Bufalotta,41.947649,12.533682,Roma,IT
7529,Arenula,41.894020000000005,12.475368,Roma,IT
2162870,FERMI,41.86399299978572,12.469569999900465,"P.ZZA E. FERMI, FRONTE CIVICO16 - Roma (RM)",IT
2162866,Villa Ada,41.932874,12.506971,Roma,IT
8551,Cipro,41.906358,12.447596000000004,Roma,IT
7534,Fermi,41.864194,12.469531,Roma,IT
7530,Francia,41.947447,12.469588,Roma,IT
7540,Villa Ada,41.932874,12.506971,Roma,IT
8334,IT0825A,41.9475,12.46972,Roma,IT
8428,IT1176A,41.886111,12.541667,Roma,IT
8535,IT1906A,41.893889,12.475278,Roma,IT
8019,IT1835A,41.947778,12.533611,Roma,IT
9287,Mäkelänkatu,60.19644000005854,24.95198000014421,Helsinki,FI
4588,Mannerheimintie,60.16964000000672,24.939240000258355,Helsinki,FI
2975,Vartiokylä Huivipolku,60.223929999968256,25.10244000028116,Helsinki,FI
2998,Leppävaara 4,60.22023999980049,24.811329999965213,Espoo,FI
4593,Kallio 2,60.187389999815856,24.95060000011991,Helsinki,FI
